player_api_id,player_name,birthday,height,weight
27277,Abou Diaby,1986-05-11 00:00:00,193.04,168
181344,Aboubacar Tandia,1983-10-05 00:00:00,193.04,185
581141,Aboubakar Kamara,1995-03-07 00:00:00,177.8,168
80592,Aboubakar Oumarou,1987-04-01 00:00:00,182.88,168
165706,Abraham Gonzalez,1985-07-16 00:00:00,177.8,176
210453,Abraham Guie Gneki,1986-07-25 00:00:00,180.34,154
208635,Abraham Kudemor,1985-02-25 00:00:00,182.88,179
213695,Abraham Minero,1986-02-22 00:00:00,175.26,157
33715,Abraham Paz Cruz,1979-03-14 00:00:00,177.8,165
41489,Achille Coser,1982-07-14 00:00:00,185.42,174
25571,Achille Emana,1982-06-05 00:00:00,180.34,170
660145,Achille Vaarnold,1996-01-26 00:00:00,175.26,157
45960,Achmed Ahahaoui,1983-12-06 00:00:00,177.8,152
293235,Achraf Lazaar,1992-09-22 00:00:00,182.88,168
34487,Aco Stojkov,1983-04-29 00:00:00,177.8,165
26331,Adailton,1983-04-14 00:00:00,190.5,187
41749,Adailton,1977-01-24 00:00:00,175.26,161
495841,Adalberto Penaranda,1997-05-31 00:00:00,182.88,172
519835,Adam Armstrong,1997-02-10 00:00:00,172.72,152
68840,Adam Banas,1982-12-25 00:00:00,185.42,174
27534,Adam Bodzek,1985-09-07 00:00:00,182.88,174
157303,Adam Bogdan,1987-09-27 00:00:00,193.04,198
563198,Adam Brown,1995-06-09 00:00:00,177.8,141
557396,Adam Buksa,1996-07-12 00:00:00,190.5,172
365666,Adam Campbell,1995-01-01 00:00:00,170.18,161
180197,Adam Collin,1984-12-09 00:00:00,190.5,172
310346,Adam Cummins,1993-03-03 00:00:00,187.96,172
68962,Adam Danch,1987-12-15 00:00:00,182.88,179
429870,Adam Deja,1993-06-24 00:00:00,185.42,181
23133,Adam Drury,1978-08-29 00:00:00,180.34,161
420209,Adam Drury,1993-09-09 00:00:00,177.8,152
308280,Adam Duda,1991-04-29 00:00:00,187.96,170
361712,Adam Dzwigala,1995-09-25 00:00:00,185.42,176
38617,Adam Federici,1985-01-31 00:00:00,187.96,198
173993,Adam Fraczczak,1987-08-07 00:00:00,182.88,168
277313,Adam Gyurcso,1991-03-06 00:00:00,180.34,132
40568,Adam Hammill,1988-01-25 00:00:00,177.8,163
281079,Adam Henley,1994-06-14 00:00:00,177.8,170
89240,Adam Hlousek,1988-12-20 00:00:00,187.96,168
24159,Adam Johnson,1987-07-14 00:00:00,175.26,139
414208,Adam King,1995-10-11 00:00:00,180.34,165
43317,Adam Kokoszka,1986-10-06 00:00:00,187.96,181
37234,Adam Lallana,1988-05-10 00:00:00,172.72,161
24952,Adam Le Fondre,1986-12-02 00:00:00,175.26,161
209372,Adam Maher,1993-07-20 00:00:00,175.26,143
69518,Adam Marciniak,1988-09-28 00:00:00,182.88,181
478447,Adam Marusic,1992-10-17 00:00:00,177.8,179
500502,Adam Masina,1994-01-02 00:00:00,187.96,172
170593,Adam Matthews,1992-01-13 00:00:00,177.8,157
185336,Adam Matuschyk,1989-02-14 00:00:00,180.34,165
69249,Adam Mojta,1986-06-30 00:00:00,177.8,154
407308,Adam Morgan,1994-04-21 00:00:00,177.8,157
12245,Adam Nemec,1985-09-02 00:00:00,190.5,198
684978,Adam Ounas,1996-11-11 00:00:00,172.72,141
306507,Adam Pazio,1992-09-27 00:00:00,182.88,159
73078,Adam Pinter,1988-06-12 00:00:00,190.5,185
31916,Adam Rooney,1988-04-21 00:00:00,177.8,172
555649,Adam Ryczkowski,1997-04-30 00:00:00,177.8,157
158861,Adam Sarota,1988-12-28 00:00:00,182.88,161
160447,Adam Smith,1991-04-29 00:00:00,180.34,179
36774,Adam Szalai,1987-12-09 00:00:00,193.04,201
243068,Adam Taggart,1993-06-02 00:00:00,182.88,152
71359,Adam Vass,1988-09-09 00:00:00,180.34,165
495942,Adam Waszkiewicz,1993-12-06 00:00:00,182.88,174
287224,Adama Ba,1993-08-27 00:00:00,177.8,150
26136,Adama Coulibaly,1980-09-10 00:00:00,185.42,183
164360,Adama Francois,1989-11-30 00:00:00,193.04,176
357881,Adama Soumaoro,1992-06-18 00:00:00,187.96,205
181211,Adama Traore,1990-02-03 00:00:00,170.18,161
533212,Adama Traore,1995-06-28 00:00:00,177.8,159
103866,Adamo Coulibaly,1981-08-14 00:00:00,187.96,172
47394,Adel Taarabt,1989-05-24 00:00:00,180.34,172
155738,Adem Ljajic,1991-09-29 00:00:00,182.88,163
361710,Aderlan Santos,1989-04-09 00:00:00,193.04,183
568920,Aderlan,1990-08-18 00:00:00,177.8,157
45816,Adil Auassar,1986-10-06 00:00:00,187.96,187
37249,Adil Chihi,1988-02-21 00:00:00,182.88,172
40012,Adil Hermach,1986-06-27 00:00:00,182.88,154
77741,Adil Rami,1985-12-27 00:00:00,190.5,194
38612,Adil Ramzi,1977-07-14 00:00:00,177.8,163
164115,Adilson,1982-01-01 00:00:00,193.04,194
276701,Adis Jahovic,1987-03-18 00:00:00,190.5,198
131409,Adlene Guedioura,1985-11-12 00:00:00,177.8,179
116788,Admir Aganovic,1986-08-25 00:00:00,182.88,176
132844,Admir Mehmedi,1991-03-16 00:00:00,182.88,176
45815,Adnan Alisic,1984-02-10 00:00:00,180.34,157
39875,Adnan Custovic,1978-04-16 00:00:00,185.42,183
449241,Adnan Januzaj,1995-02-05 00:00:00,182.88,165
43049,Adnan Mravac,1982-04-10 00:00:00,193.04,185
261599,Adnane Tighadouini,1992-11-30 00:00:00,177.8,159
154950,Adrian Basta,1988-12-01 00:00:00,180.34,172
182107,Adrian Blad,1991-04-16 00:00:00,165.1,137
121643,Adrian Chomiuk,1988-06-23 00:00:00,182.88,179
102572,Adrian Colunga,1984-11-17 00:00:00,172.72,154
43348,Adrian Cristea,1983-11-30 00:00:00,177.8,161
113604,Adrian Daniel Calello,1987-05-14 00:00:00,177.8,181
482331,Adrian Embarba,1992-05-07 00:00:00,172.72,146
40501,Adrian Gonzalez,1988-05-25 00:00:00,182.88,168
178574,Adrian Gunino,1989-02-03 00:00:00,167.64,141
78537,Adrian Klepczynski,1981-04-01 00:00:00,187.96,165
45744,Adrian Lopez,1988-01-08 00:00:00,182.88,161
23358,Adrian Mariappa,1986-10-03 00:00:00,177.8,179
571685,Adrian Marin,1997-01-09 00:00:00,180.34,161
105526,Adrian Mrowiec,1983-12-01 00:00:00,190.5,185
39311,Adrian Mutu,1979-08-01 00:00:00,182.88,168
112976,Adrian Nikci,1989-11-10 00:00:00,182.88,168
116881,Adrian Paluchowski,1987-08-19 00:00:00,180.34,165
239253,Adrian Rakowski,1990-10-07 00:00:00,180.34,154
50345,Adrian Ramos,1986-01-22 00:00:00,185.42,165
323385,Adrian Ricardo Centurion,1993-01-19 00:00:00,175.26,143
42431,Adrian Ricchiuti,1978-06-30 00:00:00,167.64,159
183482,Adrian Sardinero Corpa,1990-10-13 00:00:00,180.34,172
168047,Adrian Stoian,1991-02-11 00:00:00,177.8,146
114790,Adrian Winter,1986-07-08 00:00:00,177.8,165
169756,Adrian,1987-01-31 00:00:00,187.96,170
167648,Adriano De Pierro,1991-01-11 00:00:00,185.42,170
280969,Adriano Facchini,1983-03-12 00:00:00,187.96,172
39190,Adriano Ferreira Pinto,1979-12-10 00:00:00,177.8,179
172172,Adriano Jose de Lara,1987-12-09 00:00:00,185.42,190
39199,Adriano Pereira da Silva,1982-04-03 00:00:00,180.34,165
38122,Adriano Russo,1987-06-06 00:00:00,185.42,159
121923,Adriano,1982-01-21 00:00:00,175.26,168
30690,Adriano,1982-02-17 00:00:00,187.96,194
33992,Adriano,1984-10-26 00:00:00,172.72,161
41109,Adriano,1980-01-29 00:00:00,182.88,176
171737,Adrien Goni,1988-08-25 00:00:00,172.72,146
447107,Adrien Hunou,1994-01-19 00:00:00,175.26,137
352879,Adrien Rabiot,1995-04-03 00:00:00,187.96,157
557353,Adrien Rawyler,1993-06-13 00:00:00,177.8,150
188413,Adrien Regattin,1991-08-22 00:00:00,167.64,146
40930,Adrien Silva,1989-03-15 00:00:00,175.26,152
317062,Adrien Thomasson,1993-12-10 00:00:00,177.8,159
242719,Adrien Trebel,1991-03-03 00:00:00,172.72,159
263276,Adryan,1994-08-10 00:00:00,175.26,157
35608,"Afonso Alves,24",1981-01-30 00:00:00,185.42,163
361711,Afonso,1993-01-06 00:00:00,170.18,139
213366,Afriyie Acquah,1992-01-05 00:00:00,177.8,154
441441,Ager Aketxe,1993-12-30 00:00:00,175.26,152
118883,Agim Ibraimi,1988-08-29 00:00:00,177.8,157
119305,Agon Mehmeti,1989-11-20 00:00:00,182.88,174
256728,Agustin Vuletich,1991-11-03 00:00:00,185.42,174
45872,Ahmed Ammi,1981-01-19 00:00:00,180.34,165
41399,Ahmed Apimah Barusso,1984-12-26 00:00:00,182.88,165
513810,Ahmed El Messaoudi,1995-08-03 00:00:00,182.88,172
111930,Ahmed El Mohamady,1987-09-09 00:00:00,182.88,172
561140,Ahmed Hamoudi,1990-07-21 00:00:00,172.72,148
403003,Ahmed Hassan Koka,1993-03-05 00:00:00,190.5,187
297556,Ahmed Hegazy,1991-01-25 00:00:00,195.58,183
41182,Ahmed Kantari,1985-06-28 00:00:00,185.42,181
120917,Ahmed Kashi,1988-11-18 00:00:00,177.8,168
232103,Ahmed Musa,1992-10-14 00:00:00,167.64,152
174597,Ahmed Saied Okka,1984-03-13 00:00:00,185.42,174
174600,Ahmed Samir Farag,1986-05-20 00:00:00,182.88,190
148953,Ahmed Soukouna,1990-01-13 00:00:00,182.88,168
441166,Ahmet Ozcan,1995-03-07 00:00:00,182.88,165
410141,Aidan Connolly,1995-08-15 00:00:00,165.1,143
582500,Aidan Nesbitt,1997-02-05 00:00:00,175.26,143
199829,Aiden Chippendale,1992-05-24 00:00:00,172.72,150
32448,Aiden McGeady,1986-04-04 00:00:00,177.8,157
34319,Aimo Stefano Diana,1978-01-02 00:00:00,175.26,163
213737,Airam Cabrera,1987-10-21 00:00:00,180.34,172
133535,Airton,1990-02-21 00:00:00,180.34,170
128843,Aislan,1988-01-11 00:00:00,193.04,198
715642,Aissa Laidouni,1996-12-13 00:00:00,182.88,161
210683,Aissa Mandi,1991-10-22 00:00:00,182.88,172
185301,Aitor Nunez,1987-10-02 00:00:00,177.8,154
33993,Aitor Ocio,1976-11-28 00:00:00,187.96,170
24160,Aiyegbeni Yakubu,1982-11-22 00:00:00,182.88,183
243127,Akaki Gogia,1992-01-18 00:00:00,177.8,161
20771,Akihiro Ienaga,1986-06-13 00:00:00,172.72,154
244128,Akoete Eninful,1992-07-21 00:00:00,182.88,154
23163,Akos Buzsaky,1982-05-07 00:00:00,180.34,163
31255,Akpo Sodje,1981-01-31 00:00:00,187.96,176
127255,Akwetey Mensah,1983-04-15 00:00:00,172.72,163
33451,Alaeddine Yahia,1981-09-26 00:00:00,187.96,179
26085,Alain Cantareil,1983-08-15 00:00:00,177.8,154
34268,Alain Nef,1982-02-06 00:00:00,190.5,194
182847,Alain Pierre Mendy,1989-11-17 00:00:00,182.88,159
36785,Alain Rochat,1983-02-01 00:00:00,182.88,172
67393,Alain Schultz,1983-02-17 00:00:00,175.26,165
34417,Alain Traore,1988-12-31 00:00:00,175.26,161
95220,Alain Wiss,1990-08-21 00:00:00,180.34,148
32693,Alan Combe,1974-04-03 00:00:00,185.42,172
32547,Alan Gow,1982-10-09 00:00:00,182.88,154
37085,Alan Haydock,1976-01-13 00:00:00,175.26,159
267728,Alan Henrique,1991-06-19 00:00:00,187.96,181
32870,Alan Hutton,1984-11-30 00:00:00,185.42,161
92935,Alan Kardec,1989-01-12 00:00:00,187.96,176
14100,Alan Mannus,1982-05-19 00:00:00,187.96,203
32845,Alan Martin,1989-01-01 00:00:00,182.88,165
23081,Alan Maybury,1978-08-08 00:00:00,180.34,161
24024,Alan O'Brien,1985-02-20 00:00:00,177.8,157
667963,Alan Schons,1993-05-24 00:00:00,180.34,163
30248,Alan Smith,1980-10-28 00:00:00,180.34,179
23881,Alan Tate,1982-09-02 00:00:00,185.42,187
312585,Alan Uryga,1994-02-19 00:00:00,190.5,187
25926,Alan,1979-09-19 00:00:00,180.34,154
441173,Alassane Diallo,1995-02-19 00:00:00,175.26,132
294859,Alassane Plea,1993-03-10 00:00:00,180.34,174
289250,Alassane Tambe,1992-01-26 00:00:00,182.88,161
160220,Alassane Toure,1989-02-09 00:00:00,182.88,161
121488,Alban Joinel,1979-09-14 00:00:00,187.96,181
698273,Alban Lafont,1999-01-23 00:00:00,193.04,170
94883,Alban Meha,1986-04-26 00:00:00,175.26,168
177689,Alban Pnishi,1990-10-20 00:00:00,187.96,179
37503,Albano Benjamin Bizzarri,1977-11-09 00:00:00,193.04,196
41173,Albert Baning,1985-03-19 00:00:00,193.04,179
35831,Albert Bunjaku,1983-11-29 00:00:00,177.8,165
45605,Albert Crusat,1982-05-13 00:00:00,165.1,143
37483,Albert Meyong Ze,1980-10-19 00:00:00,182.88,157
396912,Albert Rafetraniaina,1996-09-09 00:00:00,175.26,143
37920,Albert Riera,1982-04-15 00:00:00,187.96,183
484858,Albert Rusnak,1994-07-07 00:00:00,180.34,143
36066,Albert Streit,1980-03-28 00:00:00,180.34,174
27694,Alberto Aquilani,1984-07-07 00:00:00,185.42,174
107929,Alberto Botia,1989-01-27 00:00:00,187.96,176
299879,Alberto Brignoli,1991-08-19 00:00:00,187.96,163
41168,Alberto Bueno,1988-03-20 00:00:00,177.8,141
38395,Alberto Cifuentes,1979-05-29 00:00:00,187.96,148
47565,Alberto De la Bella,1985-12-02 00:00:00,182.88,181
39425,Alberto Fontana,1967-01-23 00:00:00,185.42,161
30143,"Alberto Frison,18",1988-07-21 00:00:00,190.5,187
102394,Alberto Garcia,1985-02-09 00:00:00,182.88,170
30881,Alberto Gilardino,1982-07-05 00:00:00,182.88,174
42460,Alberto Giuliatto,1983-09-17 00:00:00,180.34,170
575364,Alberto Grassi,1995-03-07 00:00:00,182.88,165
543020,Alberto Guitian,1990-07-29 00:00:00,182.88,163
37451,Alberto Lopo,1980-05-05 00:00:00,185.42,179
32763,"Alberto Luque,21",1978-03-11 00:00:00,182.88,176
39743,Alberto Maria Fontana,1974-12-02 00:00:00,187.96,183
314605,Alberto Moreno,1992-07-05 00:00:00,170.18,143
109121,Alberto Paloschi,1990-01-04 00:00:00,182.88,176
39302,Alberto Pelagotti,1989-03-09 00:00:00,187.96,181
231977,Alberto Perea,1990-12-19 00:00:00,175.26,146
74028,Alberto Pomini,1981-03-17 00:00:00,187.96,183
42121,Alberto Regazzoni,1983-05-04 00:00:00,170.18,143
2790,Alberto Rey,1974-02-15 00:00:00,175.26,163
30273,Alberto Rivera,1978-02-16 00:00:00,167.64,146
88521,Alberto Rodriguez,1984-03-31 00:00:00,182.88,157
38576,Alberto Zapater,1985-06-13 00:00:00,180.34,181
527104,Albian Ajeti,1997-02-26 00:00:00,182.88,170
26401,Albin Ebondo,1984-02-23 00:00:00,182.88,187
71768,Albin Ekdal,1989-07-28 00:00:00,185.42,181
493418,Albion Avdijaj,1994-01-12 00:00:00,190.5,176
281864,Aldair,1992-01-31 00:00:00,170.18,143
661509,Aldin Turkes,1996-04-22 00:00:00,193.04,165
93343,Aldo Angoula,1981-05-04 00:00:00,182.88,181
664961,Aldo Kalulu,1996-01-21 00:00:00,165.1,126
33759,Aldo Pedro Duscher,1979-03-22 00:00:00,175.26,159
39345,Aleandro Rosi,1987-05-17 00:00:00,182.88,176
467052,Alec Luyckx,1995-05-19 00:00:00,175.26,146
450292,Alef,1995-01-28 00:00:00,185.42,157
189192,Aleix Vidal,1989-08-21 00:00:00,177.8,152
38131,Alejandro Alfaro,1986-11-23 00:00:00,175.26,161
26120,Alejandro Alonso,1982-03-03 00:00:00,170.18,150
191906,Alejandro Arribas,1989-05-01 00:00:00,182.88,163
169217,Alejandro Bedoya,1987-04-29 00:00:00,177.8,161
151079,Alejandro Bergantinos,1985-06-07 00:00:00,177.8,161
45220,Alejandro Daro Gomez,1988-02-15 00:00:00,165.1,150
10348,Alejandro Dominguez,1981-06-10 00:00:00,175.26,161
97657,Alejandro Faurlin,1986-08-09 00:00:00,185.42,174
303484,Alejandro Galvez,1989-06-06 00:00:00,190.5,174
168569,Alejandro Gonzalez,1988-03-23 00:00:00,182.88,174
288406,Alejandro Grimaldo Garcia,1995-09-20 00:00:00,175.26,157
187150,Alejandro Martinuccio,1987-12-16 00:00:00,177.8,161
282470,Alejandro Pozuelo,1991-09-20 00:00:00,170.18,139
302911,Aleksandar Bjelica,1994-01-07 00:00:00,185.42,176
364496,Aleksandar Cavric,1994-05-18 00:00:00,185.42,168
522571,Aleksandar Damcevski,1992-11-21 00:00:00,193.04,194
167094,Aleksandar Ignjovski,1991-01-27 00:00:00,175.26,154
16351,Aleksandar Kolarov,1985-11-10 00:00:00,187.96,183
426005,Aleksandar Kovacevic,1992-01-09 00:00:00,172.72,154
37515,Aleksandar Lukovic,1982-10-23 00:00:00,185.42,183
155739,Aleksandar Miljkovic,1990-02-26 00:00:00,182.88,168
34067,Aleksandar Mitreski,1980-08-05 00:00:00,185.42,165
351860,Aleksandar Mitrovic,1994-09-16 00:00:00,187.96,181
280638,Aleksandar Pantic,1992-04-11 00:00:00,185.42,168
164519,Aleksandar Pesic,1992-05-21 00:00:00,190.5,192
124144,Aleksandar Prijovic,1990-04-21 00:00:00,193.04,192
26680,Aleksandar Rankovic,1978-08-31 00:00:00,172.72,172
278866,Aleksandar Stevanovic,1992-02-16 00:00:00,175.26,143
69018,Aleksandar Todorovski,1984-02-26 00:00:00,180.34,161
156534,Aleksandar Tonev,1990-02-03 00:00:00,177.8,152
208852,Aleksandar Trajkovski,1992-09-05 00:00:00,177.8,161
27476,Aleksandar Vasoski,1979-11-21 00:00:00,180.34,168
306158,Aleksander Jagiello,1995-02-02 00:00:00,165.1,132
68839,Aleksander Kwiek,1983-01-13 00:00:00,175.26,174
3441,Aleksander Radosavljevic,1979-04-25 00:00:00,182.88,174
22822,Aleksander Seliga,1980-02-01 00:00:00,185.42,174
26169,Aleksandr Hleb,1981-05-01 00:00:00,185.42,161
89828,Aleksandrs Fertovs,1987-06-16 00:00:00,177.8,172
31191,Aleksei Kangaskolkka,1988-10-29 00:00:00,187.96,185
395154,Alen Halilovic,1996-06-18 00:00:00,170.18,143
173913,Alen Melunovic,1990-01-26 00:00:00,190.5,174
191081,Alen Stevanovic,1991-01-07 00:00:00,180.34,183
39145,Alesandro Cordaro,1986-05-02 00:00:00,170.18,150
39763,Alessandro Agostini,1979-07-23 00:00:00,175.26,146
39470,Alessandro Bernardini,1987-01-21 00:00:00,187.96,161
39762,Alessandro Budel,1981-02-25 00:00:00,182.88,181
74452,Alessandro Carrozza,1982-02-01 00:00:00,177.8,168
197848,Alessandro Cerigioni,1992-09-30 00:00:00,177.8,159
41424,Alessandro Ciarrocchi,1988-01-03 00:00:00,190.5,181
154238,Alessandro Crescenzi,1991-09-25 00:00:00,175.26,157
561819,Alessandro Damen,1990-05-17 00:00:00,185.42,183
30727,Alessandro Del Piero,1974-11-09 00:00:00,175.26,163
41475,Alessandro Diamanti,1983-05-02 00:00:00,180.34,165
264842,Alessandro Florenzi,1991-03-11 00:00:00,172.72,148
42443,Alessandro Frara,1982-11-07 00:00:00,177.8,159
24504,Alessandro Gamberini,1981-08-27 00:00:00,185.42,176
41816,Alessandro Gazzi,1983-01-28 00:00:00,182.88,179
27606,Alessandro Grandoni,1977-07-22 00:00:00,180.34,168
182843,Alessandro Iacobucci,1991-06-03 00:00:00,187.96,181
7683,Alessandro Iandoli,1984-04-29 00:00:00,180.34,181
73047,Alessandro Lambrughi,1987-05-19 00:00:00,180.34,170
215725,Alessandro Longhi,1989-06-25 00:00:00,185.42,168
27679,Alessandro Lucarelli,1977-07-22 00:00:00,182.88,172
11747,Alessandro Mangiarrati,1978-09-15 00:00:00,182.88,172
41411,Alessandro Matri,1984-08-19 00:00:00,182.88,176
30723,Alessandro Nesta,1976-03-19 00:00:00,187.96,174
41729,Alessandro Parisi,1977-04-15 00:00:00,182.88,165
620524,Alessandro Piu,1996-07-30 00:00:00,180.34,161
39314,Alessandro Potenza,1984-03-08 00:00:00,185.42,174
167369,Alessandro Riedle,1991-08-14 00:00:00,177.8,168
31304,Alessandro Rosina,1984-01-31 00:00:00,167.64,148
461357,Alessandro Schoepf,1994-02-07 00:00:00,177.8,165
42652,Alessandro Sgrigna,1980-04-24 00:00:00,177.8,176
41269,Alessio Cerci,1987-07-23 00:00:00,180.34,172
282706,Alessio Cragno,1994-06-28 00:00:00,182.88,172
602306,Alessio Da Cruz,1997-01-18 00:00:00,180.34,154
39197,Alessio Manzoni,1987-04-10 00:00:00,177.8,143
362195,Alessio Romagnoli,1995-01-12 00:00:00,187.96,172
41762,Alessio Scarpi,1973-04-19 00:00:00,187.96,183
42482,Alessio Sestu,1983-09-29 00:00:00,177.8,161
24469,Alex Baptiste,1986-01-31 00:00:00,180.34,163
35480,Alex Bruce,1984-09-28 00:00:00,180.34,179
363343,Alex Bruno,1993-10-07 00:00:00,170.18,134
80566,Alex Bruno,1982-05-09 00:00:00,187.96,190
39204,Alex Calderoni,1976-05-31 00:00:00,182.88,183
306062,Alex Cooper,1991-11-04 00:00:00,180.34,154
213500,Alex Fernandez,1992-10-15 00:00:00,180.34,150
447488,Alex Ferrari,1994-07-01 00:00:00,182.88,154
265618,Alex Goncalves,1990-05-20 00:00:00,182.88,168
396888,Alex Harris,1994-08-31 00:00:00,177.8,152
430433,Alex Henshall,1994-02-15 00:00:00,177.8,146
604785,Alex Iwobi,1996-05-03 00:00:00,180.34,165
282274,Alex Kacaniklic,1991-08-13 00:00:00,180.34,159
470416,Alex Kakuba,1991-06-12 00:00:00,177.8,159
33913,Alex Keddie,1981-01-23 00:00:00,187.96,183
205034,Alex Lopez,1988-01-11 00:00:00,172.72,141
155122,Alex MacDonald,1990-04-14 00:00:00,170.18,159
39566,Alex Manninger,1977-06-04 00:00:00,187.96,187
264293,Alex Martinez,1990-08-12 00:00:00,175.26,141
119079,Alex McCarthy,1989-12-03 00:00:00,193.04,174
282689,Alex Menendez,1991-07-17 00:00:00,180.34,148
32924,Alex Neil,1981-06-09 00:00:00,175.26,154
196386,Alex Oxlade-Chamberlain,1993-08-15 00:00:00,175.26,154
49709,Alex Pearce,1988-11-09 00:00:00,187.96,187
213493,Alex Perez,1991-08-11 00:00:00,187.96,176
41136,Alex Pinardi,1980-09-05 00:00:00,180.34,163
408994,Alex Portillo,1992-11-06 00:00:00,180.34,159
157865,Alex Sandro,1991-01-26 00:00:00,180.34,172
262753,Alex Schalk,1992-08-07 00:00:00,170.18,150
34650,Alex Silva,1985-03-10 00:00:00,193.04,179
478988,Alex Soares,1991-03-01 00:00:00,177.8,150
23678,Alex Song,1987-09-09 00:00:00,185.42,163
428672,Alex Telles,1992-12-15 00:00:00,180.34,157
41975,Alex Valentini,1988-04-05 00:00:00,185.42,176
41766,Alex Von Schwedler,1980-02-17 00:00:00,182.88,168
150396,Alex,1989-01-29 00:00:00,182.88,170
163838,Alex,1991-08-27 00:00:00,175.26,148
26564,Alex,1982-06-17 00:00:00,187.96,203
186923,Alexander Bannink,1990-02-20 00:00:00,185.42,176
